album,end_date,music,rank,singer,start_date,week_num,year
Oneiric Diary (幻想日記),2022.10.08,환상동화 (Secret Story of the Swan),91,IZ*ONE (아이즈원),2022.10.02,41,2022
"다시는 사랑하지 않고, 이별에 아파하기 싫어",2022.10.29,"다시는 사랑하지 않고, 이별에 아파하기 싫어",86,백지영,2022.10.23,44,2022
MAP OF THE SOUL : 7,2022.11.05,00:00 (Zero O`Clock),83,방탄소년단,2022.10.30,45,2022
내일은 미스터트롯 결승전 베스트,2022.10.22,찐이야,90,영탁,2022.10.16,43,2022
우리家,2022.11.12,만개 (Prod. 신지후),82,김호중,2022.11.06,46,2022
우리家,2022.11.19,우산이 없어요,78,김호중,2022.11.13,47,2022
듣고 싶던 말,2022.11.26,듣고 싶던 말,76,허각,2022.11.20,48,2022
12:45 (Stripped),2020.03.14,12:45 (Stripped),59,Etham,2020.03.08,11,2020
Our Beloved BoA #2 - SM STATION,2020.03.07,아틀란티스 소녀 (Atlantis Princess),60,볼빨간사춘기,2020.03.01,10,2020
Maniac,2020.03.21,Maniac,58,Conan Gray,2020.03.15,12,2020
우리 왜 헤어져야 해,2020.04.04,우리 왜 헤어져야 해,55,신예영,2020.03.29,14,2020
나비와 고양이,2020.03.28,나비와 고양이 (Feat. 백현 (BAEKHYUN)),56,볼빨간사춘기,2020.03.22,13,2020
Love poem,2020.04.11,Love poem,54,아이유 (IU),2020.04.05,15,2020
사랑의 불시착 OST Part 11,2020.04.25,마음을 드려요,51,아이유 (IU),2020.04.19,17,2020
YOU NEVER WALK ALONE,2020.04.18,봄날,52,방탄소년단,2020.04.12,16,2020
내일은 미스터트롯 우승자 특전곡,2020.05.02,이제 나만 믿어요,50,임영웅,2020.04.26,18,2020
`The ReVe Festival` Finale,2020.05.16,Psycho,47,레드벨벳(Red Velvet),2020.05.10,20,2020
PLAY,2020.05.23,PLAY (Feat. 창모),46,청하,2020.05.17,21,2020
이태원 클라쓰 OST Part.2,2020.05.30,시작,44,가호 (Gaho),2020.05.24,22,2020
MAP OF THE SOUL : 7,2020.06.06,ON,43,방탄소년단,2020.05.31,23,2020
I-LAND Part.1 Signal Song,2020.06.13,Into the I-LAND,42,아이유 (IU),2020.06.07,24,2020
슬기로운 의사생활 OST Part 2,2020.05.09,좋은 사람 있으면 소개시켜줘,48,조이 (JOY),2020.05.03,19,2020
`키스 먼저 할까요?` OST Part 3,2020.06.20,"모든 날, 모든 순간 (Every day, Every Moment)",40,폴킴,2020.06.14,25,2020
한 걸음 : 흔적,2020.07.04,사랑은 지날수록 더욱 선명하게 남아,38,전상근,2020.06.28,27,2020
Speak Your Mind (Deluxe),2020.07.11,2002,36,Anne-Marie,2020.07.05,28,2020
거짓말이라도 해서 널 보고싶어,2020.07.18,거짓말이라도 해서 널 보고싶어,35,백지영,2020.07.12,29,2020
아무노래,2020.06.27,아무노래,39,지코 (ZICO),2020.06.21,26,2020
두리쥬와 X LINDA X 신난다,2020.07.25,LINDA (Feat. 윤미래),34,린다G,2020.07.19,30,2020
멜로가 체질 OST Part 3,2020.08.08,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,31,장범준,2020.08.02,32,2020
항해,2020.08.01,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",32,AKMU (악뮤),2020.07.26,31,2020
MAP OF THE SOUL : PERSONA,2020.08.22,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),28,방탄소년단,2020.08.16,34,2020
Love poem,2020.08.29,Blueming,27,아이유 (IU),2020.08.23,35,2020
Boyhood,2020.08.15,METEOR,30,창모 (CHANGMO),2020.08.09,33,2020
어떻게 지내,2020.09.05,어떻게 지내,26,오반 (OVAN),2020.08.30,36,2020
MAP OF THE SOUL : 7,2022.10.01,Filter,99,방탄소년단,2022.09.25,40,2022
MAP OF THE SOUL : 7,2022.09.24,Filter,99,방탄소년단,2022.09.18,39,2022
슬기로운 의사생활 OST Part 5,2022.10.15,그대 고운 내사랑,95,어반 자카파 (Urban Zakapa),2022.10.09,42,2022
낭만닥터 김사부 2 OST Part.1,2022.10.08,너를 사랑하고 있어,92,백현 (BAEKHYUN),2022.10.02,41,2022
비,2022.10.29,비,87,폴킴,2022.10.23,44,2022
MAP OF THE SOUL : 7,2022.11.05,Black Swan,84,방탄소년단,2022.10.30,45,2022
Oneiric Diary (幻想日記),2022.10.22,환상동화 (Secret Story of the Swan),91,IZ*ONE (아이즈원),2022.10.16,43,2022
MAP OF THE SOUL : 7,2022.11.12,00:00 (Zero O`Clock),83,방탄소년단,2022.11.06,46,2022
이태원 클라쓰 OST Part.3,2022.11.19,돌덩이,79,하현우,2022.11.13,47,2022
BLOOM*IZ,2022.11.26,FIESTA,77,IZ*ONE (아이즈원),2022.11.20,48,2022
Our Beloved BoA #2 - SM STATION,2020.03.14,아틀란티스 소녀 (Atlantis Princess),60,볼빨간사춘기,2020.03.08,11,2020
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.07,bad guy,61,Billie Eilish,2020.03.01,10,2020
12:45 (Stripped),2020.03.21,12:45 (Stripped),59,Etham,2020.03.15,12,2020
나비와 고양이,2020.04.04,나비와 고양이 (Feat. 백현 (BAEKHYUN)),56,볼빨간사춘기,2020.03.29,14,2020
호텔 델루나 OST Part.10,2020.03.28,안녕,57,폴킴,2020.03.22,13,2020
우리 왜 헤어져야 해,2020.04.11,우리 왜 헤어져야 해,55,신예영,2020.04.05,15,2020
YOU NEVER WALK ALONE,2020.04.25,봄날,52,방탄소년단,2020.04.19,17,2020
I met you when I was 18. (the playlist),2020.04.18,Paris In The Rain,53,Lauv,2020.04.12,16,2020
사랑의 불시착 OST Part 11,2020.05.02,마음을 드려요,51,아이유 (IU),2020.04.26,18,2020
슬기로운 의사생활 OST Part 2,2020.05.16,좋은 사람 있으면 소개시켜줘,48,조이 (JOY),2020.05.10,20,2020
`The ReVe Festival` Finale,2020.05.23,Psycho,47,레드벨벳(Red Velvet),2020.05.17,21,2020
Red Moon : To You My Light,2020.05.30,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),45,마크툽 (Maktub),2020.05.24,22,2020
이태원 클라쓰 OST Part.2,2020.06.06,시작,44,가호 (Gaho),2020.05.31,23,2020
MAP OF THE SOUL : 7,2020.06.13,ON,43,방탄소년단,2020.06.07,24,2020
MORE & MORE,2020.05.09,MORE & MORE,49,TWICE,2020.05.03,19,2020
CEREMONIA,2020.06.20,처음처럼,41,엠씨더맥스 (M.C The Max),2020.06.14,25,2020
아무노래,2020.07.04,아무노래,39,지코 (ZICO),2020.06.28,27,2020
늦은 밤 너의 집 앞 골목길에서,2020.07.11,늦은 밤 너의 집 앞 골목길에서,37,노을,2020.07.05,28,2020
Speak Your Mind (Deluxe),2020.07.18,2002,36,Anne-Marie,2020.07.12,29,2020
`키스 먼저 할까요?` OST Part 3,2020.06.27,"모든 날, 모든 순간 (Every day, Every Moment)",40,폴킴,2020.06.21,26,2020
거짓말이라도 해서 널 보고싶어,2020.07.25,거짓말이라도 해서 널 보고싶어,35,백지영,2020.07.19,30,2020
항해,2020.08.08,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",32,AKMU (악뮤),2020.08.02,32,2020
Don`t Start Now,2020.08.01,Don`t Start Now,33,Dua Lipa,2020.07.26,31,2020
슬기로운 의사생활 OST Part 11,2020.08.22,사랑하게 될 줄 알았어,29,전미도,2020.08.16,34,2020
MAP OF THE SOUL : PERSONA,2020.08.29,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),28,방탄소년단,2020.08.23,35,2020
멜로가 체질 OST Part 3,2020.08.15,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,31,장범준,2020.08.09,33,2020
Love poem,2020.09.05,Blueming,27,아이유 (IU),2020.08.30,36,2020
MAP OF THE SOUL : 7,2022.10.01,Moon,100,방탄소년단,2022.09.25,40,2022
MAP OF THE SOUL : 7,2022.09.24,Moon,100,방탄소년단,2022.09.18,39,2022
내일은 미스터트롯 트롯 에이드 베스트,2022.10.15,어느 60대 노부부이야기,96,임영웅,2022.10.09,42,2022
7th Mini Album [Unforgettable],2022.10.08,Obliviate,93,러블리즈,2022.10.02,41,2022
사랑이란 멜로는 없어,2022.10.29,사랑이란 멜로는 없어,88,전상근,2022.10.23,44,2022
시든 꽃에 물을 주듯,2022.11.05,시든 꽃에 물을 주듯,85,HYNN(박혜원),2022.10.30,45,2022
낭만닥터 김사부 2 OST Part.1,2022.10.22,너를 사랑하고 있어,92,백현 (BAEKHYUN),2022.10.16,43,2022
MAP OF THE SOUL : 7,2022.11.12,Black Swan,84,방탄소년단,2022.11.06,46,2022
To Die For,2022.11.19,To Die For,80,Sam Smith,2022.11.13,47,2022
우리家,2022.11.26,우산이 없어요,78,김호중,2022.11.20,48,2022
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.14,bad guy,61,Billie Eilish,2020.03.08,11,2020
Monster - The 1st Mini Album,2020.03.07,Monster,62,레드벨벳-아이린&슬기,2020.03.01,10,2020
Our Beloved BoA #2 - SM STATION,2020.03.21,아틀란티스 소녀 (Atlantis Princess),60,볼빨간사춘기,2020.03.15,12,2020
호텔 델루나 OST Part.10,2020.04.04,안녕,57,폴킴,2020.03.29,14,2020
Maniac,2020.03.28,Maniac,58,Conan Gray,2020.03.22,13,2020
나비와 고양이,2020.04.11,나비와 고양이 (Feat. 백현 (BAEKHYUN)),56,볼빨간사춘기,2020.04.05,15,2020
I met you when I was 18. (the playlist),2020.04.25,Paris In The Rain,53,Lauv,2020.04.19,17,2020
Love poem,2020.04.18,Love poem,54,아이유 (IU),2020.04.12,16,2020
YOU NEVER WALK ALONE,2020.05.02,봄날,52,방탄소년단,2020.04.26,18,2020
MORE & MORE,2020.05.16,MORE & MORE,49,TWICE,2020.05.10,20,2020
슬기로운 의사생활 OST Part 2,2020.05.23,좋은 사람 있으면 소개시켜줘,48,조이 (JOY),2020.05.17,21,2020
PLAY,2020.05.30,PLAY (Feat. 창모),46,청하,2020.05.24,22,2020
Red Moon : To You My Light,2020.06.06,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),45,마크툽 (Maktub),2020.05.31,23,2020
이태원 클라쓰 OST Part.2,2020.06.13,시작,44,가호 (Gaho),2020.06.07,24,2020
내일은 미스터트롯 우승자 특전곡,2020.05.09,이제 나만 믿어요,50,임영웅,2020.05.03,19,2020
I-LAND Part.1 Signal Song,2020.06.20,Into the I-LAND,42,아이유 (IU),2020.06.14,25,2020
`키스 먼저 할까요?` OST Part 3,2020.07.04,"모든 날, 모든 순간 (Every day, Every Moment)",40,폴킴,2020.06.28,27,2020
한 걸음 : 흔적,2020.07.11,사랑은 지날수록 더욱 선명하게 남아,38,전상근,2020.07.05,28,2020
늦은 밤 너의 집 앞 골목길에서,2020.07.18,늦은 밤 너의 집 앞 골목길에서,37,노을,2020.07.12,29,2020
CEREMONIA,2020.06.27,처음처럼,41,엠씨더맥스 (M.C The Max),2020.06.21,26,2020
Speak Your Mind (Deluxe),2020.07.25,2002,36,Anne-Marie,2020.07.19,30,2020
Don`t Start Now,2020.08.08,Don`t Start Now,33,Dua Lipa,2020.08.02,32,2020
두리쥬와 X LINDA X 신난다,2020.08.01,LINDA (Feat. 윤미래),34,린다G,2020.07.26,31,2020
Boyhood,2020.08.22,METEOR,30,창모 (CHANGMO),2020.08.16,34,2020
슬기로운 의사생활 OST Part 11,2020.08.29,사랑하게 될 줄 알았어,29,전미도,2020.08.23,35,2020
항해,2020.08.15,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",32,AKMU (악뮤),2020.08.09,33,2020
MAP OF THE SOUL : PERSONA,2020.09.05,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),28,방탄소년단,2020.08.30,36,2020
나가,2022.10.15,나가,97,"먼데이 키즈 (Monday Kiz), 이예준",2022.10.09,42,2022
슬기로운 의사생활 OST Part 8,2022.10.08,내 눈물 모아,94,휘인 (Whee In),2022.10.02,41,2022
MAP OF THE SOUL : 7,2022.10.29,친구,89,방탄소년단,2022.10.23,44,2022
"다시는 사랑하지 않고, 이별에 아파하기 싫어",2022.11.05,"다시는 사랑하지 않고, 이별에 아파하기 싫어",86,백지영,2022.10.30,45,2022
7th Mini Album [Unforgettable],2022.10.22,Obliviate,93,러블리즈,2022.10.16,43,2022
시든 꽃에 물을 주듯,2022.11.12,시든 꽃에 물을 주듯,85,HYNN(박혜원),2022.11.06,46,2022
reality in BLACK,2022.11.19,HIP,81,마마무 (Mamamoo),2022.11.13,47,2022
이태원 클라쓰 OST Part.3,2022.11.26,돌덩이,79,하현우,2022.11.20,48,2022
Monster - The 1st Mini Album,2020.03.14,Monster,62,레드벨벳-아이린&슬기,2020.03.08,11,2020
슬기로운 의사생활 OST Part 4,2020.03.07,화려하지 않은 고백,63,규현 (KYUHYUN),2020.03.01,10,2020
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.21,bad guy,61,Billie Eilish,2020.03.15,12,2020
Maniac,2020.04.04,Maniac,58,Conan Gray,2020.03.29,14,2020
12:45 (Stripped),2020.03.28,12:45 (Stripped),59,Etham,2020.03.22,13,2020
호텔 델루나 OST Part.10,2020.04.11,안녕,57,폴킴,2020.04.05,15,2020
Love poem,2020.04.25,Love poem,54,아이유 (IU),2020.04.19,17,2020
우리 왜 헤어져야 해,2020.04.18,우리 왜 헤어져야 해,55,신예영,2020.04.12,16,2020
I met you when I was 18. (the playlist),2020.05.02,Paris In The Rain,53,Lauv,2020.04.26,18,2020
내일은 미스터트롯 우승자 특전곡,2020.05.16,이제 나만 믿어요,50,임영웅,2020.05.10,20,2020
MORE & MORE,2020.05.23,MORE & MORE,49,TWICE,2020.05.17,21,2020
`The ReVe Festival` Finale,2020.05.30,Psycho,47,레드벨벳(Red Velvet),2020.05.24,22,2020
PLAY,2020.06.06,PLAY (Feat. 창모),46,청하,2020.05.31,23,2020
Red Moon : To You My Light,2020.06.13,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),45,마크툽 (Maktub),2020.06.07,24,2020
사랑의 불시착 OST Part 11,2020.05.09,마음을 드려요,51,아이유 (IU),2020.05.03,19,2020
MAP OF THE SOUL : 7,2020.06.20,ON,43,방탄소년단,2020.06.14,25,2020
CEREMONIA,2020.07.04,처음처럼,41,엠씨더맥스 (M.C The Max),2020.06.28,27,2020
아무노래,2020.07.11,아무노래,39,지코 (ZICO),2020.07.05,28,2020
한 걸음 : 흔적,2020.07.18,사랑은 지날수록 더욱 선명하게 남아,38,전상근,2020.07.12,29,2020
I-LAND Part.1 Signal Song,2020.06.27,Into the I-LAND,42,아이유 (IU),2020.06.21,26,2020
늦은 밤 너의 집 앞 골목길에서,2020.07.25,늦은 밤 너의 집 앞 골목길에서,37,노을,2020.07.19,30,2020
두리쥬와 X LINDA X 신난다,2020.08.08,LINDA (Feat. 윤미래),34,린다G,2020.08.02,32,2020
거짓말이라도 해서 널 보고싶어,2020.08.01,거짓말이라도 해서 널 보고싶어,35,백지영,2020.07.26,31,2020
멜로가 체질 OST Part 3,2020.08.22,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,31,장범준,2020.08.16,34,2020
Boyhood,2020.08.29,METEOR,30,창모 (CHANGMO),2020.08.23,35,2020
Don`t Start Now,2020.08.15,Don`t Start Now,33,Dua Lipa,2020.08.09,33,2020
슬기로운 의사생활 OST Part 11,2020.09.05,사랑하게 될 줄 알았어,29,전미도,2020.08.30,36,2020
What You Waiting For,2022.10.15,What You Waiting For,98,전소미,2022.10.09,42,2022
슬기로운 의사생활 OST Part 5,2022.10.08,그대 고운 내사랑,95,어반 자카파 (Urban Zakapa),2022.10.02,41,2022
내일은 미스터트롯 결승전 베스트,2022.10.29,찐이야,90,영탁,2022.10.23,44,2022
비,2022.11.05,비,87,폴킴,2022.10.30,45,2022
슬기로운 의사생활 OST Part 8,2022.10.22,내 눈물 모아,94,휘인 (Whee In),2022.10.16,43,2022
"다시는 사랑하지 않고, 이별에 아파하기 싫어",2022.11.12,"다시는 사랑하지 않고, 이별에 아파하기 싫어",86,백지영,2022.11.06,46,2022
우리家,2022.11.19,만개 (Prod. 신지후),82,김호중,2022.11.13,47,2022
To Die For,2022.11.26,To Die For,80,Sam Smith,2022.11.20,48,2022
슬기로운 의사생활 OST Part 4,2020.03.14,화려하지 않은 고백,63,규현 (KYUHYUN),2020.03.08,11,2020
취했나봐,2020.03.07,취했나봐,64,황인욱,2020.03.01,10,2020
Monster - The 1st Mini Album,2020.03.21,Monster,62,레드벨벳-아이린&슬기,2020.03.15,12,2020
12:45 (Stripped),2020.04.04,12:45 (Stripped),59,Etham,2020.03.29,14,2020
Our Beloved BoA #2 - SM STATION,2020.03.28,아틀란티스 소녀 (Atlantis Princess),60,볼빨간사춘기,2020.03.22,13,2020
Maniac,2020.04.11,Maniac,58,Conan Gray,2020.04.05,15,2020
우리 왜 헤어져야 해,2020.04.25,우리 왜 헤어져야 해,55,신예영,2020.04.19,17,2020
나비와 고양이,2020.04.18,나비와 고양이 (Feat. 백현 (BAEKHYUN)),56,볼빨간사춘기,2020.04.12,16,2020
Love poem,2020.05.02,Love poem,54,아이유 (IU),2020.04.26,18,2020
사랑의 불시착 OST Part 11,2020.05.16,마음을 드려요,51,아이유 (IU),2020.05.10,20,2020
내일은 미스터트롯 우승자 특전곡,2020.05.23,이제 나만 믿어요,50,임영웅,2020.05.17,21,2020
슬기로운 의사생활 OST Part 2,2020.05.30,좋은 사람 있으면 소개시켜줘,48,조이 (JOY),2020.05.24,22,2020
`The ReVe Festival` Finale,2020.06.06,Psycho,47,레드벨벳(Red Velvet),2020.05.31,23,2020
PLAY,2020.06.13,PLAY (Feat. 창모),46,청하,2020.06.07,24,2020
YOU NEVER WALK ALONE,2020.05.09,봄날,52,방탄소년단,2020.05.03,19,2020
이태원 클라쓰 OST Part.2,2020.06.20,시작,44,가호 (Gaho),2020.06.14,25,2020
I-LAND Part.1 Signal Song,2020.07.04,Into the I-LAND,42,아이유 (IU),2020.06.28,27,2020
`키스 먼저 할까요?` OST Part 3,2020.07.11,"모든 날, 모든 순간 (Every day, Every Moment)",40,폴킴,2020.07.05,28,2020
아무노래,2020.07.18,아무노래,39,지코 (ZICO),2020.07.12,29,2020
MAP OF THE SOUL : 7,2020.06.27,ON,43,방탄소년단,2020.06.21,26,2020
한 걸음 : 흔적,2020.07.25,사랑은 지날수록 더욱 선명하게 남아,38,전상근,2020.07.19,30,2020
거짓말이라도 해서 널 보고싶어,2020.08.08,거짓말이라도 해서 널 보고싶어,35,백지영,2020.08.02,32,2020
Speak Your Mind (Deluxe),2020.08.01,2002,36,Anne-Marie,2020.07.26,31,2020
항해,2020.08.22,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",32,AKMU (악뮤),2020.08.16,34,2020
멜로가 체질 OST Part 3,2020.08.29,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,31,장범준,2020.08.23,35,2020
두리쥬와 X LINDA X 신난다,2020.08.15,LINDA (Feat. 윤미래),34,린다G,2020.08.09,33,2020
Boyhood,2020.09.05,METEOR,30,창모 (CHANGMO),2020.08.30,36,2020
MAP OF THE SOUL : 7,2022.10.15,Filter,99,방탄소년단,2022.10.09,42,2022
내일은 미스터트롯 트롯 에이드 베스트,2022.10.08,어느 60대 노부부이야기,96,임영웅,2022.10.02,41,2022
Oneiric Diary (幻想日記),2022.10.29,환상동화 (Secret Story of the Swan),91,IZ*ONE (아이즈원),2022.10.23,44,2022
사랑이란 멜로는 없어,2022.11.05,사랑이란 멜로는 없어,88,전상근,2022.10.30,45,2022
슬기로운 의사생활 OST Part 5,2022.10.22,그대 고운 내사랑,95,어반 자카파 (Urban Zakapa),2022.10.16,43,2022
비,2022.11.12,비,87,폴킴,2022.11.06,46,2022
MAP OF THE SOUL : 7,2022.11.19,00:00 (Zero O`Clock),83,방탄소년단,2022.11.13,47,2022
reality in BLACK,2022.11.26,HIP,81,마마무 (Mamamoo),2022.11.20,48,2022
취했나봐,2020.03.14,취했나봐,64,황인욱,2020.03.08,11,2020
LOOK,2020.03.07,덤더럼(Dumhdurum),65,에이핑크 (Apink),2020.03.01,10,2020
슬기로운 의사생활 OST Part 4,2020.03.21,화려하지 않은 고백,63,규현 (KYUHYUN),2020.03.15,12,2020
Our Beloved BoA #2 - SM STATION,2020.04.04,아틀란티스 소녀 (Atlantis Princess),60,볼빨간사춘기,2020.03.29,14,2020
"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2020.03.28,bad guy,61,Billie Eilish,2020.03.22,13,2020
12:45 (Stripped),2020.04.11,12:45 (Stripped),59,Etham,2020.04.05,15,2020
나비와 고양이,2020.04.25,나비와 고양이 (Feat. 백현 (BAEKHYUN)),56,볼빨간사춘기,2020.04.19,17,2020
호텔 델루나 OST Part.10,2020.04.18,안녕,57,폴킴,2020.04.12,16,2020
우리 왜 헤어져야 해,2020.05.02,우리 왜 헤어져야 해,55,신예영,2020.04.26,18,2020
YOU NEVER WALK ALONE,2020.05.16,봄날,52,방탄소년단,2020.05.10,20,2020
사랑의 불시착 OST Part 11,2020.05.23,마음을 드려요,51,아이유 (IU),2020.05.17,21,2020
MORE & MORE,2020.05.30,MORE & MORE,49,TWICE,2020.05.24,22,2020
슬기로운 의사생활 OST Part 2,2020.06.06,좋은 사람 있으면 소개시켜줘,48,조이 (JOY),2020.05.31,23,2020
`The ReVe Festival` Finale,2020.06.13,Psycho,47,레드벨벳(Red Velvet),2020.06.07,24,2020
I met you when I was 18. (the playlist),2020.05.09,Paris In The Rain,53,Lauv,2020.05.03,19,2020
Red Moon : To You My Light,2020.06.20,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),45,마크툽 (Maktub),2020.06.14,25,2020
MAP OF THE SOUL : 7,2020.07.04,ON,43,방탄소년단,2020.06.28,27,2020
CEREMONIA,2020.07.11,처음처럼,41,엠씨더맥스 (M.C The Max),2020.07.05,28,2020
`키스 먼저 할까요?` OST Part 3,2020.07.18,"모든 날, 모든 순간 (Every day, Every Moment)",40,폴킴,2020.07.12,29,2020
이태원 클라쓰 OST Part.2,2020.06.27,시작,44,가호 (Gaho),2020.06.21,26,2020
아무노래,2020.07.25,아무노래,39,지코 (ZICO),2020.07.19,30,2020
Speak Your Mind (Deluxe),2020.08.08,2002,36,Anne-Marie,2020.08.02,32,2020
늦은 밤 너의 집 앞 골목길에서,2020.08.01,늦은 밤 너의 집 앞 골목길에서,37,노을,2020.07.26,31,2020
Don`t Start Now,2020.08.22,Don`t Start Now,33,Dua Lipa,2020.08.16,34,2020
항해,2020.08.29,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",32,AKMU (악뮤),2020.08.23,35,2020
거짓말이라도 해서 널 보고싶어,2020.08.15,거짓말이라도 해서 널 보고싶어,35,백지영,2020.08.09,33,2020
